case_id,lens_id,display_key,title,owners,inventors,legal_status,opportunity_type,lens_in_catalog,ri_notes
auto_schneider_electric_arkitektur_systemer,107-817-694-991-212,DK 3005512 T3,LPS-arkitektur til UPS-systemer,,GHOSH RAJESH;;KLIKIC DAMIR;;LIPARE MAHENDRAKUMAR HARIBHAU,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_atualiza_firmware_para_sistema_todo,038-714-845-203-285,BR 112013011927 A2,sistema e método para atualização de firmware,,COCHEN DANIEL C;;MORGAN JANE E;;FALLON RAYMOND M,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_autenticada_automatizada_bidirecional_comunica_c,114-340-381-022-515,BR 112013010089 A2,métodos e sistemas para estabelecimento de comunicação de servidor bidirecional autenticada segura utilizando reserva de credencial automatizada,,EMERICK GREGORY M;;GIFFORD PAUL J,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_autentificeret_bidirektionel_metode_oprettelse_s,019-609-040-902-878,DK 2633664 T3,Metode og system til oprettelse af sikker autentificeret bidirektionel serverkommunikation,,EMERICK GREGORY M;;GIFFORD PAUL J,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_battericelleudligning_metode,097-580-388-088-910,DK 2478611 T3,System og metode til battericelleudligning,,ZHU DAO-YI,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_battery_cooling,037-251-788-675-272,IN 1338DEN2015 A,BATTERY COOLING SYSTEM AND METHOD FOR COOLING A BATTERY,,YARRAGUNTA SURESH REDDY;;SAMSTAD JEFFREY B;;SANKARANARAYANA RAVICHANDRAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_belastningsharmonisk_metoder_systemer_undertrykk,157-266-085-938-796,DK 3087648 T3,Systemer og metoder til belastningsharmonisk undertrykkelse,,BUDDE KRISTIAN,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_belastningsoverf_fordeling_metoder_mforsyningssy,047-999-530-872-714,DK 2327134 T3,Metoder og systemer til fordeling af belastningsoverførsler i strømforsyningssystemer,,COHEN DANIEL C;;COLUCCI DAVID A;;SPITAELS JAMES S;;MELANSON MARK R,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_belastningsudligning_mfordeling,142-176-140-535-938,DK 3161927 T3,Belastningsudligning til strømfordeling,,DOZIER ROSS EVERETT;;SCHMIDT MICHAEL KENNETH,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_beregning_leredundansen_metode_rackniveau,177-478-777-762-752,DK 2656165 T3,Metode til beregning af køleredundansen på rackniveau,,HEALEY CHRISTOPHER M,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_bestemmelse_datacenter_metode_rdier_temperaturv,158-837-617-972-243,DK 2580697 T3,System og metode til bestemmelse af temperaturværdier i et datacenter,,VANGILDER JAMES W;;ZHANG XUANHANG;;HEALEY CHRISTOPHER M,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_bevaring_fasetilslutning_korrekt_metode_msystem,161-019-150-233-677,DK 2798721 T3,System og metode til bevaring af en korrekt fasetilslutning i et strømsystem,,GHOSH RAJESH;;AGRAWAL MAHIMA;;TOLAKANAHALLI PRADEEP,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_biasing,069-577-186-907-057,IN 10633DEN2014 A,SYSTEMS AND METHODS FOR BIASING A BUS,,ROHR DANIEL J;;JENKINS RICHARD EARL,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_bidirecional_convers_energia_para_sistema_todo,033-930-453-258-88X,BR 112013011171 A2,"""sistema e método para conversão bidirecional de energia cc-ca"".",,KLIKIC DAMIR;;LIPARE MAHESH;;GHOSH RAJESH;;NARASIMHA RAJU,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_bidirektionel_konverter,140-651-987-863-782,DK 3123592 T3,Bidirektionel DC-DC-konverter,,SRIKANTH MUDIYULA;;LIPARE MAHENDRAKUMAR H;;GHOSH RAJESH;;KLIKIC DAMIR,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_bidirektionel_metode_mkonvertering,133-605-778-628-734,DK 2636122 T3,System og metode til bidirektionel DC-AC strømkonvertering,,NARASIMHA RAJU;;LIPARE MAHESH;;KLIKIC DAMIR;;GHOSH RAJESH,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_branch_circuit_current_detecting,122-361-153-051-341,IN 9331DEN2014 A,SYSTEM AND METHOD FOR DETECTING BRANCH CIRCUIT CURRENT,,DEOKAR VISHWAS MOHANIRAJ;;MEARNS BRIAN PATRICK;;ORNER BRE T ALAN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_bsstr_forgreningskredsl_metode_registrering,136-178-374-197-072,DK 2836848 T3,System og metode til registrering af en forgreningskredsløbsstrøm,,DEOKAR VISHWAS MOHANIRAJ;;ORNER BRET ALAN;;MEARNS BRIAN PATRICK,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_bypass_integreret_kontakt_overf_rselskoblingskap,120-349-427-080-47X,DK 2638616 T3,Statisk bypass-kontakt med integreret overførselskoblingskapacitet,,SILBERBAUER KRISTIAN;;TINGSKOV CARSTEN NOMMENSEN,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_center_cooling_equipment_optimization_simulation,054-950-870-630-777,WO 2016/130453 A1,SYSTEM AND METHODS FOR SIMULATION-BASED OPTIMIZATION OF DATA CENTER COOLING EQUIPMENT,,BILLET LAURENT;;HEALEY CHRISTOPHER M;;BERGERAND JEAN-LOUIS;;LE PAPE-GARDEUX CLAUDE;;VANGILDER JAMES WILLIAM,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_communication_remote,043-867-031-750-704,IN 5659DEN2014 A,SYSTEMS AND METHODS OF REMOTE COMMUNICATION,,COHEN DANIEL C;;MELANSON MARK R;;SPITAELS JAMES S,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_computer_conditioning_room,122-006-893-868-553,IN 5662DEN2014 A,SYSTEMS AND METHODS FOR COMPUTER ROOM AIR CONDITIONING,,BEAN JOHN H JR;;DONG ZHIHAI GORDON,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_containerbaserede_datacenterl_sninger,086-647-435-740-233,DK 2556201 T3,Containerbaserede datacenterløsninger,,DECHENE JOSEPH;;MCMAHAN LIANNE M;;ZIEGLER WILLIAM,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_control_power_supply,142-640-104-431-927,IN 8933DEN2014 A,POWER SUPPLY CONTROL,,INGEMI MICHAEL J,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_conversion_converter_delta_double_having_input_p,111-648-193-777-55X,IN 7552DEN2014 A,UPS HAVING A DELTA CONVERTER UTILIZED AS INPUT POWER REGULATOR IN A DOUBLE CONVERSION SYSTEM,,NOMMENSEN CARSTEN;;SCHMIDT JACOB DAMGAARD,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_converter,071-494-543-586-406,WO 2016/130757 A1,DC-DC CONVERTER,,NIELSEN HENNING ROAR,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_current_monitoring,003-612-372-575-531,IN 9732DEN2014 A,CURRENT MONITORING DEVICE,,YOUNG JEFFREY STEPHEN;;DEOKAR VISHWAS MOHANIRAJ;;BLAKE ARTHUR JOSEPH JR,PENDING,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_datacenter_fliseluftstr_forudsigelse_metode_perf,157-027-623-571-736,DK 2617276 T3,System og metode til forudsigelse af perforeret fliseluftstrøm i et datacenter,,VANGILDER JAMES W;;SHEFFER ZACHARY;;ZHANG XUANHANG,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_datacenter_forudsigelse_leunderst_luftstr_metode,005-452-610-883-402,DK 2727446 T3,System og metode til måleunderstøttet forudsigelse af temperatur- og luftstrømsværdier i et datacenter,,HEALEY CHRISTOPHER;;ZHANG XUANHANG;;VANGILDER JAMES W,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_datacenter_forudsigelse_leydelse_metode_udstyrsa,173-113-303-267-568,DK 2427837 T3,System og metode til forudsigelse af køleydelse af udstyrsanordninger i et datacenter,,VANGILDER JAMES W;;ZHANG XUANHANG,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_datacenter_forudsigelse_maksimale_metode_rackkap,149-838-276-544-037,DK 2427836 T3,System og metode til forudsigelse af maksimale køle- og rackkapaciteter i et datacenter,,VANGILDER JAMES W;;SHRIVASTAVA SAURABH K,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_datacenter_forudsigelse_metoder_skedynamik_syste,096-154-614-282-386,DK 2689356 T3,Systemer og metoder til forudsigelse af væskedynamik i et datacenter,,VANGILDER JAMES W;;HEALEY CHRISTOPHER M;;JOHANSEN MARTIN;;DALGAS MIKKEL,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_datacenter_luftr_rssystem,057-626-408-172-627,DK 3163993 T3,Luftrørssystem til datacenter,,RIMLER BARRY;;BROWN STEVEN,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_datacenters_energiforbrug_luftstr_metode_styring,074-622-928-061-638,DK 2350766 T3,System og metode til vurdering og styring af datacenters luftstrøm og energiforbrug,,RASMUSSEN NEIL;;VANGILDER JAMES W;;ZHANG XUANHANG,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_datacentre_luftindeslutningssystem,189-001-558-218-586,DK 3163994 T3,Luftindeslutningssystem til datacentre,,RIMLER BARRY;;BERGESCH JOSEPH H;;JIANG YUCHUN;;BROWN STEVEN,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_deraf_samleskinnestikanordning_sikringsmetode,040-706-400-008-497,DK 3097612 T3,Samleskinnestikanordning og sikringsmetode deraf,,ZHANG YANLI,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_driverless_operation,022-449-456-499-734,IN 383CHN2014 A,SYSTEM AND METHODS FOR DRIVERLESS OPERATION OF USB DEVICE,,COHEN DANIEL C;;PENDLETON NOAH L;;JANSON MAARTEN;;SPITAELS JAMES S,PENDING,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_dynamics_enhanced_flow_fluid_model_potential_pre,064-217-603-504-451,IN 4035DEN2015 A,SYSTEM AND METHOD FOR FLUID DYNAMICS PREDICTION WITH AN ENHANCED POTENTIAL FLOW MODEL,,VANGILDER JAMES WILLIAM;;HEALEY CHRISTOPHER M;;ZHANG XUANHANG,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_effekt_energi_gning_overv_selvdrevet,010-806-399-058-496,DK 2577232 T3,"System til selvdrevet, trådløs overvågning af strøm, effekt og energi",,PAIK NAMWOOK;;DEOKAR VISHWAS MOHANIRAJ;;DONALDS JAMES H,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_effektafbrydersensor,182-587-607-834-147,DK 3091553 T3,Effektafbrydersensor,,WARE GARY R;;LINDER STEPHEN PAUL,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_effektanalyse_metode,102-116-735-092-800,DK 2457153 T3,Metode og system til effektanalyse,,ROWAN MICHAEL T;;ROCCA CHRISTOPHER;;ANTHONY MICHAEL D;;MATUSIAK ADAM;;HENRIKSEN MICHAEL;;WHITE WILLIAM;;GUHA ALOKE,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_effekthalvleder_lelegeme,031-344-254-690-587,DK 2430655 T3,Kølelegeme til effekthalvleder,,ANDERSEN CLAUS AABJERG;;THOMSEN OVE LYCK,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_effektlagring_fordeling_metode,193-055-583-307-028,DK 3410553 T3,System og metode for effektlagring og -fordeling,,FREY JAMES WALTER;;SAMSTAD JEFFREY B,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_electronics_prediction_temperature_values,021-588-450-811-970,IN 5663DEN2014 A,SYSTEM AND METHOD FOR PREDICTION OF TEMPERATURE VALUES IN AN ELECTRONICS SYSTEM,,VANGILDER JAMES WILLIAM,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_elektriske_forbindelser_gning_ultralydsoverv,014-633-101-609-99X,DK 3182115 T3,Ultralydsovervågning af elektriske forbindelser,,LINDER STEPHEN PAUL;;ORNER BRET ALAN;;REILLY DAVID E;;YOUNG JEFFREY STEVEN,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_elektromagnetisk_faldloft_indeslutningssystem_me,074-160-207-896-324,DK 2847395 T3,Faldloft med elektromagnetisk lås for indeslutningssystem af midtergang og metode,,WANG JINHUI;;LONG RONG;;DU YONGHAI;;MENG QIANG;;FAN YUJIAN;;HUANG YINGRONG;;LI QIANG,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_elektromagnetiske_hurtig_metoder_sning_systemer,143-728-747-247-827,DK 3078050 T3,Systemer og metoder til hurtig udløsning af elektromagnetiske relæer,,LIU JIDONG,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_energireducering,106-082-224-214-16X,DK 2359457 T3,Energireducering,,PAIK NAMWOOK,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_energy_smart_storage,110-084-438-082-40X,IN 5660DEN2014 A,SYSTEM AND METHOD OF SMART ENERGY STORAGE IN A UPS,,FALLON RAYMOND M,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_enheder_installationssystem_metode_monterede,041-709-314-679-85X,DK 2484189 T3,VÆRKTØJSLØST INSTALLATIONSSYSTEM OG METODE FOR U-MONTEREDE ENHEDER,,BERGESCH JOSEPH H,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_enheds_entydig_generering_metoder_systemer,162-740-724-586-835,DK 3035649 T3,Systemer og metoder til generering af en entydig enheds-ID,,ROESCH JAMES RICHARD,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_enhedsstyring_metoder_relse_systemer,021-252-330-350-672,DK 2715520 T3,Systemer og metoder til udførelse af enhedsstyring,,WHITE SEAN,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_evaluering_fremgangsm_leforholdene_udstyrsrack,016-564-518-776-220,DK 2123140 T3,SYSTEM OG FREMGANGSMÅDE TIL EVALUERING AF KØLEFORHOLDENE AF ET UDSTYRSRACK,,VANGILDER JAMES W;;SHRIVASTAVA SAURABH K;;ZHANG XUANHANG,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_faset_jeffekt,001-148-394-775-068,DK 2467928 T3,3-faset højeffekt-UPS,,NIELSEN HENNING R,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_faset_jeffekt_kontinuerlig_mforsyning,157-662-419-786-353,DK 2122796 T3,3-FASET HØJEFFEKT KONTINUERLIG STRØMFORSYNING,,NIELSEN HENNING ROAR,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_fejlregistrering_invertersystem_parallelt,186-174-373-099-310,DK 2758850 T3,Fejlregistrering for et parallelt invertersystem,,BEG MIRZA AKMAL,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_fire_kontakt_mosfet_segmenter,075-493-874-323-484,DK 3053240 T3,AC-MOSFET-kontakt med fire segmenter,,LACARNOY ALAIN,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_fleksibelt_fremgangsm_montering_monteringssystem,107-702-533-681-854,DK 2440029 T3,Fleksibelt strøm- og monteringssystem til udstyr og fremgangsmåde til montering,,RASMUSSEN NEIL;;SIMONELLI JAMES;;MCNALLY JOHN;;BRILL KENNETH G,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_flowmodel_fluiddynamik_forbedret_forudsigelse_me,156-585-608-691-123,DK 2915080 T3,System og metode til forudsigelse af fluiddynamik med en forbedret potential-flowmodel,,VANGILDER JAMES WILLIAM;;ZHANG XUANHANG;;HEALEY CHRISTOPHER M,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_flyback_konverter,122-273-720-232-019,DK 2951910 T3,Flyback-konverter,,GHOSH RAJESH;;NARASIMHA RAJU;;LIPARE MAHENDRAKUMAR HARIBHAU;;KLIKIC DAMIR,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_forbedring_inverterregulering,048-831-856-640-021,DK 3078107 T3,Forbedring af inverterregulering,,DE CESARIS STEFANO,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_formagnetisering_metode,080-289-412-336-267,DK 2853028 T3,System og metode til formagnetisering af en bus,,ROHR DANIEL J;;JENKINS RICHARD EARL,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_fremgangsm_gseffekt_ling_ndtering,133-515-982-498-413,DK 2147585 T3,FREMGANGSMÅDE OG SYSTEM TIL HÅNDTERING AF ANLÆGSEFFEKT OG KØLING,,HAMMOND BRAD T;;RASMUSSEN NEIL;;VANGILDER JAMES W;;BOCK MORTEN;;ANDERSEN MIKKEL;;DALGAS MIKKEL;;GIAQUINTO TODD J;;MORGAN,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_fremgangsm_netv_realisering_rksindretningsprovis,143-198-335-089-927,DK 2183878 T3,SYSTEM OG FREMGANGSMÅDE TIL REALISERING AF EN NETVÆRKSINDRETNINGSPROVISIONERINGSPOLITIK,,MORGAN JANE;;IVES EDWARD;;KOKOLSKI PETER,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_fysiske_metoder_placeringer_rdigenstande_registr,026-273-344-577-768,DK 3098621 T3,Systemer og metoder til registrering af placeringer for fysiske værdigenstande,,WARE GARY R,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_gseffekt_ling_metoder_styring_systemer,003-811-284-484-797,DK 1877950 T3,Metoder og systemer til styring af anlægseffekt og -køling,,DALGAS MIKKEL;;JENSEN HENRIK;;SCHOELLHAMMER SANDI;;RASMUSSEN NEIL;;VANGILDER JAMES W;;BUELL SCOTT DOUGLASS;;SHRIVASTAVA ,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_indstiksenheder_metode_mskinne_nsefladeanordning,184-149-174-468-42X,DK 3035468 T3,Grænsefladeanordning og metode til tilslutning af indstiksenheder til en strømskinne,,ROHR DANIEL J;;RATHJEN JONATHAN H;;ALWAY MALEE,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_integreret_mforsyning_uafbrudt,171-893-133-903-425,DK 1366553 T3,Integreret hus til uafbrudt strømforsyning,,ZIEGLER WILLIAM;;MANGANESE MICHAEL;;JORDAN PAUL A;;CALVANESE MARK;;DECHENE JOSEPH,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_isolering_msskinner_rkstr,121-897-952-063-946,DK 3078032 T3,System til isolering af stærkstrømsskinner,,ANDERSEN CLAUS AABJERG;;SILBERBAUER KRISTIAN,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_kkelse_lysbuesv_mekanisk_skifterel,174-005-586-054-797,DK 2740194 T3,UPS med mekanisk skifterelæ-lysbuesvækkelse,,SCHULTZ LYNN ERNEST;;PENDLETON NOAH L;;DEOKAR VISHWAS MOHANIRAJ,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_koldgangsisolering,151-004-824-789-133,DK 1882402 T3,Koldgangsisolering,,VANGILDER JAMES;;GERMAGIAN MARK,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_luftfjernelsessystem,004-630-112-553-892,DK 1974593 T3,Luftfjernelsessystem,,MCMAHAN LIANNE M;;PERRY LOU;;RAO PRASAD;;MCKENNA BRIAN,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_mains_power_providing_voltage,035-587-861-583-267,IN 7869DEN2014 A,METHOD FOR PROVIDING LOW VOLTAGE DC POWER FROM AC MAINS POWER,,PAIK NAMWOOK,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_metode_styring,067-371-135-654-76X,DK 2943969 T3,System og metode til styring af relæer,,COLBY KENNETH A;;PETROVIC LUKA;;RODENHISER FRED WILLIAM,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_metoder_mfordelingsinformationer_overf_rsel_syst,161-639-863-330-634,DK 2737381 T3,Systemer og metoder til trådløs overførsel af strømfordelingsinformationer,,WATSON STEVEN M,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_metoder_styring_systemer,147-545-227-402-348,DK 2943968 T3,Systemer og metoder til styring af relæer,,CHENNAKESAVAN VENKATRAMAN,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_mforsyning_uafbrydelig,092-711-202-546-49X,DK 1661227 T3,UAFBRYDELIG STRØMFORSYNING,,KLIKIC DAMIR;;BEG MIRZA A;;MELANSON MARK R;;KOTLYAR EDWARD;;SAMSTAD JEFFREY B,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_mforsyningsstyring,018-549-839-853-853,DK 2941805 T3,Strømforsyningsstyring,,CHAMBON PATRICK,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_modul_online_trefaset,085-349-071-715-27X,DK 2815495 T3,En modulær trefaset online-UPS,,DIGHRASKER MILIND;;TOLAKANAHALLI PRADEEP;;KLIKIC DAMIR,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_modular_online_phase_three,180-031-467-607-893,IN 7469DEN2014 A,A MODULAR THREE PHASE ONLINE UPS,,DIGHRASKER MILIND;;TOLAKANAHALLI PRADEEP;;KLIKIC DAMIR,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_offline_power_supply,082-949-303-481-696,IN 6957DEN2014 A,OFFLINE POWER SUPPLY,,WARE GARY R,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_operating_power_supply_uninterruptible,104-520-478-019-289,IN 465CHN2014 A,SYSTEMS AND METHODS FOR OPERATING AN UNINTERRUPTIBLE POWER SUPPLY,,BEG MIRZA A;;CHENNAKESAVAN VENKATRAMAN;;INGEMI MICHAEL J;;REILLY DAVID E;;GHOSH RAJESH;;PRAKASH INDRA,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_udligningskredsl,079-878-152-807-201,DK 2587620 T3,DC bus-udligningskredsløb,,NIELSEN HENNING ROAR,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_schneider_electric_udstyrsindkapsling,199-437-842-209-951,DK 2252136 T3,Udstyrsindkapsling,,RASMUSSEN NEIL,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_seko_amperometrisk_sensor_sondeholder,092-125-929-109-555,DK 2956766 T3,SONDEHOLDER TIL AMPEROMETRISK SENSOR,,CORNACCHIOLA SERGIO;;DAMIANI ANDREA;;LIVOTI STEFANO,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_seko_autocalibrating_dosing,186-855-044-187-487,WO 2017/013614 A1,AUTOCALIBRATING DOSING METHOD,,BRUNO MAURIZIO JAFET;;ESPOSITO LUIGINO;;PANTALEONI ADRIO,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_seko_automatic_dosing,101-019-588-564-255,WO 2017/013615 A1,AUTOMATIC DOSING METHOD,,BRUNO MAURIZIO JAFET;;ESPOSITO LUIGINO;;PANTALEONI ADRIO,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_seko_bleed_bleeding_provided_pump_self_such_valve,083-027-584-492-345,WO 2016/207788 A1,BLEED VALVE AND SELF-BLEEDING PUMP PROVIDED WITH SUCH VALVE,,QUINTARELLI MAURO;;ESPOSITO LUIGINO,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_seko_foldbar_hylde_opbevaring,060-230-911-894-683,DK 3474703 T3,FOLDBAR HYLDE TIL OPBEVARING,,ESPOSITO LUIGINO;;FIORENTINO FRANCESCO;;PANTALEONI ADRIO,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_seko_forsynet_selvudluftningspumpe_udluftningsventil,140-068-175-988-901,DK 3311027 T3,UDLUFTNINGSVENTIL OG SELVUDLUFTNINGSPUMPE FORSYNET MED EN SÅDAN VENTIL,,QUINTARELLI MAURO;;ESPOSITO LUIGINO,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_seko_membrane_pump,086-773-804-293-801,WO 2017/006255 A1,MEMBRANE PUMP,,MINOIA DANIELE;;LIVOTI STEFANO,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_seko_navnlig_returfjederdoseringspumpe_returfjederpum,058-510-276-978-371,DK 3030782 T3,"SELVKALIBRERENDE RETURFJEDERPUMPE, NAVNLIG SELVKALIBRERENDE RETURFJEDERDOSERINGSPUMPE",,LIVOTI STEFANO;;PITORRI WALTER,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_seko_valganordning,017-935-684-934-892,DK 3430295 T3,VALGANORDNING,,PETRANGELI GABRIELE;;FIORENTINO FRANCESCO,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_selma_svendsen_coverage_mobility_robot,075-918-128-656-851,US 8359703 B2,Coverage robot mobility,,Selma Svendsen;;Daniel N. Ozick;;Christopher M. Casey;;Deepak Ramesh Kapoor;;Tony L. Campbell;;Chikyung Won;;Christopher,UNKNOWN,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
