case_id,display_name,target,indication,opportunity_type,company,slater_invested,development_stage,required_roles,required_specialties,clinical_tags,target_timeline_weeks,budget_ceiling_usd,capital_gap_usd,ri_institution,ri_ip_source,ri_notes,ri_physician_lead,conflict_tags,llm_inferred_label,llm_label_method,source_type,mocked,confidence_0_1
auto_coavis_combust_para_reservat_tanque,reservat rio para tanque combust vel Technology Platform Opportunity,reservatório para tanque de combustível,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:135-092-874-706-028,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,reservat rio para tanque combust vel Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_medipharma_plan_infus_porta,porta infus Technology Platform Opportunity,porta de infusão.,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:147-829-001-435-109,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,porta infus Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_amogreentech_amolifescience_bocal_dispositivo_eletrofia_inje_mesmo_para_usan,bocal inje para eletrofia dispositivo eletrofia Technology Platform Opportunity,bocal de injeção para eletrofiação e dispositivo de eletrofiação usando o mesmo,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:175-290-116-792-981,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,bocal inje para eletrofia dispositivo eletrofia Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_frank_jordan_electronic_strap_utility,ELECTRONIC UTILITY STRAP Technology Platform Opportunity,ELECTRONIC UTILITY STRAP,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:111-738-129-021-378,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,ELECTRONIC UTILITY STRAP Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_worldvision_2017_capacitivo_fabrica_integrado_janela_mesmo_painel,sensor toque capacitivo integrado painel tipo Technology Platform Opportunity,sensor de toque capacitivo integrado a painel tipo janela e método de fabricação,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,chronic_pain|medical_device|pain_medicine,20,400000,1200000,Rhode Island ecosystem,lens:112-417-149-389-259,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,sensor toque capacitivo integrado painel tipo Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_power_analysis_boiler_controlling_cycle_design_diagnos,SYSTEM AND METHOD FOR DIAGNOSING AND Technology Platform Opportunity,SYSTEM AND METHOD FOR DIAGNOSING AND CONTROLLING INCINERATION FACILITY AND SOLID,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:119-723-781-683-996,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,SYSTEM AND METHOD FOR DIAGNOSING AND Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_biopid_corp_aliviar_atadura_doen_envolvendo_exsuda_para_pele,atadura para tratar doen pele para Technology Platform Opportunity,atadura para tratar doenças da pele e para aliviar os sintomas de doenças da pel,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:098-269-280-641-432,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,atadura para tratar doen pele para Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_univ_saint_chagas_disease_inducing_peptides_responses,PEPTIDES FOR INDUCING CHAGAS DISEASE RESPONSES Technology Platform Opportunity,PEPTIDES FOR INDUCING CHAGAS DISEASE RESPONSES,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:098-563-170-663-929,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,PEPTIDES FOR INDUCING CHAGAS DISEASE RESPONSES Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_jung_bateria_conjunto_gerenciamento_sistema,conjunto bateria sistema gerenciamento bateria Technology Platform Opportunity,conjunto de bateria e sistema de gerenciamento de bateria,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:123-785-917-540-360,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,conjunto bateria sistema gerenciamento bateria Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_alliance_sustainable_films_halide_making_metal_organo_perovskites_sam,ORGANO METAL HALIDE PEROVSKITES FILMS AND Technology Platform Opportunity,ORGANO-METAL HALIDE PEROVSKITES FILMS AND METHODS OF MAKING THE SAME,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:169-613-006-248-674,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,ORGANO METAL HALIDE PEROVSKITES FILMS AND Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_technology_blasbalg_assembling_electrical_modular_mounting_same,MODULAR ELECTRICAL DEVICES AND METHODS FOR Medical Device Opportunity,MODULAR ELECTRICAL DEVICES AND METHODS FOR ASSEMBLING AND MOUNTING THE SAME,RI technology opportunity from patent corpus,medical_device,TBD,false,validation,reviewer|advisor|investigator,critical care|hospital medicine|biomedical engineering,medical_device,20,400000,1200000,Rhode Island ecosystem,lens:135-412-378-037-697,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,MODULAR ELECTRICAL DEVICES AND METHODS FOR Medical Device Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_kamedis_extratos_infec_para_preven_tratamento_vegetais,extratos vegetais para tratamento preven infec Technology Platform Opportunity,extratos vegetais para o tratamento e prevenção de infecções,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:087-842-099-528-056,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,extratos vegetais para tratamento preven infec Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_choi_sang_cateter_conjunto_nervo_para_tratamento,conjunto cateter para tratamento nervo Technology Platform Opportunity,"""conjunto de cateter para tratamento de nervo""",RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:043-410-315-868-27X,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,conjunto cateter para tratamento nervo Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_cheiljedang_corp_arranjo_arroz_artigos_contendo_diversos_estojo_f,laminado contendo farelo arroz estojo para Technology Platform Opportunity,laminado contendo farelo de arroz e estojo para arranjo de artigos diversos,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:162-951-795-758-593,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,laminado contendo farelo arroz estojo para Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_hyun_park_capable_construction_control_quality_retrofit_se,CONSTRUCTION METHOD CAPABLE SEISMIC RETROFIT AND Technology Platform Opportunity,C.G.S CONSTRUCTION METHOD CAPABLE OF SEISMIC RETROFIT AND QUALITY CONTROL,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:009-358-246-535-747,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,CONSTRUCTION METHOD CAPABLE SEISMIC RETROFIT AND Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_hyun_park_chart_control_controlling_injection_obtaining_qu,DEVICE FOR OBTAINING INJECTION CONTROL CHART Medical Device Opportunity,DEVICE FOR OBTAINING C.G.S INJECTION CONTROL CHART FOR SEISMIC RETROFITTING AND ,RI technology opportunity from patent corpus,medical_device,TBD,false,validation,reviewer|advisor|investigator,critical care|hospital medicine|biomedical engineering,medical_device,20,400000,1200000,Rhode Island ecosystem,lens:037-584-401-443-238,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,DEVICE FOR OBTAINING INJECTION CONTROL CHART Medical Device Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_hanmi_science_coli_enterotoxina_expressando_heter_loga_microor,pept deo sinalizador enterotoxina coli modificado Technology Platform Opportunity,peptídeo sinalizador de enterotoxina ii de e. coli modificado e um microorganism,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:187-891-845-321-935,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,pept deo sinalizador enterotoxina coli modificado Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_tyco_fire_anti_detaching_environment_retail_self_theft,SELF DETACHING ANTI THEFT DEVICE FOR Medical Device Opportunity,SELF-DETACHING ANTI-THEFT DEVICE FOR RETAIL ENVIRONMENT,RI technology opportunity from patent corpus,medical_device,TBD,false,validation,reviewer|advisor|investigator,critical care|hospital medicine|biomedical engineering,medical_device,20,400000,1200000,Rhode Island ecosystem,lens:098-899-336-201-732,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,SELF DETACHING ANTI THEFT DEVICE FOR Medical Device Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_honeywell_safety_rnindkapsling,REV RNINDKAPSLING Technology Platform Opportunity,HØREVÆRNINDKAPSLING,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:119-048-565-156-749,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,REV RNINDKAPSLING Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_meta_biomed_absorv_anastom_sistema_tico_vascular,sistema anastom tico vascular absorv vel Technology Platform Opportunity,"""sistema anastomótico vascular absorvível""",RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:151-680-881-428-872,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,sistema anastom tico vascular absorv vel Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_sauve_luigi_dissipating_grinding_part_urban_waste,DEVICE FOR DISSIPATING AND GRINDING THE Medical Device Opportunity,DEVICE FOR DISSIPATING AND GRINDING THE WET PART OF URBAN WASTE,RI technology opportunity from patent corpus,medical_device,TBD,false,validation,reviewer|advisor|investigator,critical care|hospital medicine|biomedical engineering,medical_device,20,400000,1200000,Rhode Island ecosystem,lens:119-278-955-196-854,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,DEVICE FOR DISSIPATING AND GRINDING THE Medical Device Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_polyworks_articles_formed_improved_molding_thereby,IMPROVED MOLDING SYSTEM METHOD AND ARTICLES Technology Platform Opportunity,"IMPROVED MOLDING SYSTEM, METHOD AND ARTICLES FORMED THEREBY",RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:015-839-124-829-493,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,IMPROVED MOLDING SYSTEM METHOD AND ARTICLES Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_poong_industry_door_hinge,DOOR HINGE Technology Platform Opportunity,DOOR HINGE,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:174-844-317-297-237,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,DOOR HINGE Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_poongsan_corp_alloy_casting_continuous_copper_material_mold_pr,COPPER ALLOY MATERIAL FOR CONTINUOUS CASTING Technology Platform Opportunity,COPPER ALLOY MATERIAL FOR CONTINUOUS CASTING MOLD AND PROCESS FOR PRODUCING SAME,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:087-848-205-002-048,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,COPPER ALLOY MATERIAL FOR CONTINUOUS CASTING Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_miwon_prec_article_automatic_double_line_manufacturing_pres,AUTOMATIC PRESSED ARTICLE MANUFACTURING SYSTEM USING Technology Platform Opportunity,AUTOMATIC PRESSED ARTICLE MANUFACTURING SYSTEM USING DOUBLE ROBOT LINE FOR TANDE,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:019-333-852-083-930,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,AUTOMATIC PRESSED ARTICLE MANUFACTURING SYSTEM USING Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_hanmi_pharmaceutical_acid_complex_comprising_ester_fatty_inhibitor_om,ORAL COMPLEX COMPOSITION COMPRISING OMEGA FATTY Technology Platform Opportunity,ORAL COMPLEX COMPOSITION COMPRISING OMEGA-3 FATTY ACID ESTER AND HMG-COA REDUCTA,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:078-816-282-823-648,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,ORAL COMPLEX COMPOSITION COMPRISING OMEGA FATTY Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_soon_seok_apparatus_composite_different_door_frame_materia,PREFABRICATED STRUCTURE COMPOSITE WINDOW DOOR APPARATUS Digital Therapeutic Opportunity,PREFABRICATED STRUCTURE OF COMPOSITE WINDOW/DOOR APPARATUS USING DIFFERENT FRAME,RI technology opportunity from patent corpus,digital_therapeutic,TBD,false,validation,reviewer|advisor|investigator,pain medicine|behavioral health|primary care,clinical_pharmacology|medical_oncology,20,400000,1200000,Rhode Island ecosystem,lens:044-901-641-825-374,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,PREFABRICATED STRUCTURE COMPOSITE WINDOW DOOR APPARATUS Digital Therapeutic Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_electron_bonding_manufacturing_semiconductor_therefor_wir,BONDING WIRE FOR SEMICONDUCTOR DEVICE AND Medical Device Opportunity,BONDING WIRE FOR SEMICONDUCTOR DEVICE AND MANUFACTURING METHOD THEREFOR,RI technology opportunity from patent corpus,medical_device,TBD,false,validation,reviewer|advisor|investigator,critical care|hospital medicine|biomedical engineering,medical_device,20,400000,1200000,Rhode Island ecosystem,lens:070-610-476-393-784,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,BONDING WIRE FOR SEMICONDUCTOR DEVICE AND Medical Device Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ceragem_medisys_apparatus_irradiating_light_skin_using,APPARATUS FOR IRRADIATING SKIN USING LIGHT Digital Therapeutic Opportunity,APPARATUS FOR IRRADIATING SKIN USING LIGHT,RI technology opportunity from patent corpus,digital_therapeutic,TBD,false,validation,reviewer|advisor|investigator,pain medicine|behavioral health|primary care,clinical_pharmacology|medical_oncology,20,400000,1200000,Rhode Island ecosystem,lens:123-301-890-347-478,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,APPARATUS FOR IRRADIATING SKIN USING LIGHT Digital Therapeutic Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_shinseky_aging_apparatus_inline,INLINE AGING APPARATUS Digital Therapeutic Opportunity,INLINE AGING APPARATUS,RI technology opportunity from patent corpus,digital_therapeutic,TBD,false,validation,reviewer|advisor|investigator,pain medicine|behavioral health|primary care,clinical_pharmacology|medical_oncology,20,400000,1200000,Rhode Island ecosystem,lens:027-392-087-564-795,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,INLINE AGING APPARATUS Digital Therapeutic Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_korea_vilene_entretela_impress_padr_prepara_tecida_todo_usand,todo prepara entretela fus vel tecida Technology Platform Opportunity,"""método de preparação de entretela fusível não tecida usando impressão de padrão",RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:019-271-929-446-71X,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,todo prepara entretela fus vel tecida Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_yong_alternative_biobutanol_combustion_containing_eng,ALTERNATIVE FUEL FOR INTERNAL COMBUSTION ENGINE Technology Platform Opportunity,ALTERNATIVE FUEL FOR INTERNAL COMBUSTION ENGINE CONTAINING BIOBUTANOL,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:173-219-645-969-688,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,ALTERNATIVE FUEL FOR INTERNAL COMBUSTION ENGINE Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_shin_aparelho_bomba_palhetas,aparelho bomba palhetas Technology Platform Opportunity,"""aparelho de bomba de palhetas""",RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:095-581-183-694-695,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,aparelho bomba palhetas Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_gwan_shig_apparatus_flat_glass_tempering,APPARATUS FOR TEMPERING FLAT GLASS Digital Therapeutic Opportunity,APPARATUS FOR TEMPERING FLAT GLASS,RI technology opportunity from patent corpus,digital_therapeutic,TBD,false,validation,reviewer|advisor|investigator,pain medicine|behavioral health|primary care,clinical_pharmacology|medical_oncology,20,400000,1200000,Rhode Island ecosystem,lens:111-154-538-407-15X,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,APPARATUS FOR TEMPERING FLAT GLASS Digital Therapeutic Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_korea_catholic_after_cataract_inhibiting_preparing_same,COMPOSITION FOR INHIBITING AFTER CATARACT AND Technology Platform Opportunity,COMPOSITION FOR INHIBITING AFTER CATARACT AND METHOD FOR PREPARING SAME,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:132-408-232-599-805,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,COMPOSITION FOR INHIBITING AFTER CATARACT AND Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_green_plus_cultivation_plant,PLANT CULTIVATION SYSTEM Technology Platform Opportunity,PLANT CULTIVATION SYSTEM,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:047-895-492-556-377,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,PLANT CULTIVATION SYSTEM Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_khim_hyeong_lamp_photocatalyst_using_water,WATER TREATMENT SYSTEM USING LED LAMP Technology Platform Opportunity,"""WATER TREATMENT SYSTEM USING LED-UV LAMP AND PHOTOCATALYST""",RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:027-549-708-885-288,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,WATER TREATMENT SYSTEM USING LED LAMP Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_biosurfaces_2013_article_electrospinning_making_medical_suitable,Electrospinning process for making textile suitable Technology Platform Opportunity,Electrospinning process for making a textile suitable for use as a medical artic,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:062-183-457-030-474,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Electrospinning process for making textile suitable Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_cool_options_bning_fremgangsm_jtest_metalspr_skrueudformning,Skrueudformning fremgangsm til metalspr jtest bning Technology Platform Opportunity,Skrueudformning og fremgangsmåde til metalsprøjtestøbning,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:050-649-672-005-622,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Skrueudformning fremgangsm til metalspr jtest bning Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_mirae_dewatering_equipment_moving_screw_type,MOVING TYPE SCREW DEWATERING EQUIPMENT Technology Platform Opportunity,MOVING TYPE SCREW DEWATERING EQUIPMENT,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:012-875-849-702-536,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,MOVING TYPE SCREW DEWATERING EQUIPMENT Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_graham_battersby_film_flexible_food_packaging_printed,Printed flexible film for food packaging Technology Platform Opportunity,Printed flexible film for food packaging,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:019-586-100-795-551,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Printed flexible film for food packaging Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_dong_apparatus_generating_power_wave,WAVE POWER GENERATING APPARATUS Digital Therapeutic Opportunity,WAVE POWER GENERATING APPARATUS,RI technology opportunity from patent corpus,digital_therapeutic,TBD,false,validation,reviewer|advisor|investigator,pain medicine|behavioral health|primary care,clinical_pharmacology|medical_oncology,20,400000,1200000,Rhode Island ecosystem,lens:088-422-040-347-07X,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,WAVE POWER GENERATING APPARATUS Digital Therapeutic Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_park_hwan_door_fire_hinge,HINGE FOR FIRE DOOR Technology Platform Opportunity,HINGE FOR A FIRE DOOR,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:048-553-291-903-498,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,HINGE FOR FIRE DOOR Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ambrogi_apparato_arboree_attuazione_colture_dell_disposi,IMPIANTO IRRIGAZIONE DELL APPARATO RADICALE NELLE Digital Therapeutic Opportunity,IMPIANTO DI IRRIGAZIONE DELL'APPARATO RADICALE NELLE COLTURE ARBOREE E DISPOSITI,RI technology opportunity from patent corpus,digital_therapeutic,TBD,false,validation,reviewer|advisor|investigator,pain medicine|behavioral health|primary care,clinical_pharmacology|medical_oncology,20,400000,1200000,Rhode Island ecosystem,lens:048-479-776-733-615,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,IMPIANTO IRRIGAZIONE DELL APPARATO RADICALE NELLE Digital Therapeutic Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_woongijincoway_fibre_hollow_membrane_module,HOLLOW FIBRE MEMBRANE MODULE Technology Platform Opportunity,HOLLOW-FIBRE MEMBRANE MODULE,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:137-661-367-810-015,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,HOLLOW FIBRE MEMBRANE MODULE Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_selma_svendsen_coverage_mobility_robot,Coverage robot mobility Technology Platform Opportunity,Coverage robot mobility,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:075-918-128-656-851,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Coverage robot mobility Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_genosco_ostotec_asma_bronquitis_colitis_composicion_compuesto_co,Compuestos derivados pirrol pirimidin ilamino pirazol Technology Platform Opportunity,Compuestos derivados de 4 -(1h-pirrol-1-il) pirimidin -2-ilamino y 4 -(1h-pirazo,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:194-408-595-358-081,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Compuestos derivados pirrol pirimidin ilamino pirazol Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
