template_id,opportunity_type,study_type,primary_endpoint_type,duration_weeks,cost_usd,required_specialties,required_roles,expected_inflection_weight_0_1,mocked,source_type
ctg_nct00352300,therapeutic,interventional,safety,26,50000,oncology|pathology,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct00350636,therapeutic,interventional,functional_or_symptom,47,2196454,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00349726,therapeutic,interventional,functional_or_symptom,78,244200,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00348309,therapeutic,interventional,functional_or_symptom,133,4739328,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00348140,therapeutic,interventional,functional_or_symptom,140,8138592,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00347568,medical_device,interventional,functional_or_symptom,178,617760,oncology|pathology,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00346216,therapeutic,interventional,functional_or_symptom,496,76288608,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00346164,therapeutic,interventional,clinical_outcome,790,3259872,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00345072,medical_device,interventional,feasibility,26,312576,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00337389,therapeutic,interventional,clinical_outcome,26,2217599,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00336557,platform,observational,functional_or_symptom,156,2337984,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct00336492,therapeutic,interventional,functional_or_symptom,186,332640,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00336323,therapeutic,interventional,functional_or_symptom,87,445373,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00335556,therapeutic,interventional,clinical_outcome,26,384120,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct00334958,therapeutic,interventional,functional_or_symptom,170,1973664,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00334828,therapeutic,interventional,clinical_outcome,26,3696000,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00334607,therapeutic,interventional,functional_or_symptom,52,1490720,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00333840,therapeutic,interventional,clinical_outcome,613,6131664,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00332917,therapeutic,interventional,safety,73,968541,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00332813,digital_therapeutic,interventional,functional_or_symptom,243,388080,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00331487,therapeutic,interventional,functional_or_symptom,182,3986136,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00330369,therapeutic,interventional,functional_or_symptom,135,1951488,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00329355,therapeutic,interventional,functional_or_symptom,26,648648,pain medicine|neurology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00329264,therapeutic,interventional,functional_or_symptom,69,3580144,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00329225,therapeutic,interventional,functional_or_symptom,82,1748492,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00328744,digital_therapeutic,interventional,functional_or_symptom,221,639936,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00327691,therapeutic,interventional,functional_or_symptom,330,27244800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00327015,therapeutic,interventional,functional_or_symptom,135,7240463,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00326898,therapeutic,interventional,clinical_outcome,801,10771992,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00326105,therapeutic,interventional,functional_or_symptom,65,1732500,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00325949,therapeutic,interventional,functional_or_symptom,56,2554030,pain medicine|neurology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00324805,therapeutic,interventional,clinical_outcome,915,8321544,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00323570,therapeutic,interventional,clinical_outcome,56,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00323518,therapeutic,interventional,functional_or_symptom,117,1544400,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00323037,therapeutic,interventional,functional_or_symptom,117,1762991,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00322153,therapeutic,interventional,functional_or_symptom,134,3753287,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00322036,therapeutic,interventional,functional_or_symptom,135,4435200,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00321867,platform,interventional,functional_or_symptom,417,506880,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00321854,therapeutic,interventional,functional_or_symptom,26,564960,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00321477,therapeutic,interventional,functional_or_symptom,61,412923,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00321399,platform,observational,functional_or_symptom,421,5738515,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct00316589,therapeutic,interventional,safety,174,2300760,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00316160,therapeutic,interventional,functional_or_symptom,34,399316,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00315692,medical_device,observational,functional_or_symptom,61,701143,oncology|pathology,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct00315458,therapeutic,interventional,safety,65,411950,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00315159,platform,interventional,functional_or_symptom,560,234432,oncology|pathology,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00314860,therapeutic,interventional,safety,43,1446652,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00314288,therapeutic,interventional,functional_or_symptom,52,792000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00313300,therapeutic,interventional,biomarker,104,6894360,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.70,false,ctgov_ri_history_csv
ctg_nct00313014,therapeutic,interventional,functional_or_symptom,82,3205569,pain medicine|neurology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00312650,therapeutic,interventional,functional_or_symptom,4,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00310180,therapeutic,interventional,clinical_outcome,1277,56953511,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00307164,therapeutic,interventional,functional_or_symptom,117,925847,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00307047,medical_device,interventional,functional_or_symptom,300,20440728,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00305695,therapeutic,interventional,functional_or_symptom,26,211200,oncology|pathology,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00305565,medical_device,interventional,functional_or_symptom,213,1048608,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00303979,platform,observational,functional_or_symptom,221,66166848,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct00303628,therapeutic,interventional,clinical_outcome,665,1968120,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00303238,therapeutic,interventional,functional_or_symptom,60,406153,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00303212,platform,interventional,functional_or_symptom,226,5258880,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00302718,digital_therapeutic,interventional,functional_or_symptom,291,262944,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00301691,digital_therapeutic,interventional,functional_or_symptom,295,6336000,oncology|pathology,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00301678,digital_therapeutic,interventional,functional_or_symptom,26,2661120,oncology|pathology,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00301522,medical_device,interventional,functional_or_symptom,321,6142752,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00301431,therapeutic,interventional,functional_or_symptom,43,2674269,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00298987,therapeutic,interventional,biomarker,69,1167692,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.70,false,ctgov_ri_history_csv
ctg_nct00298974,therapeutic,interventional,functional_or_symptom,64,3309341,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00297440,digital_therapeutic,interventional,functional_or_symptom,282,316800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00297414,platform,observational,safety,30,686188,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct00297115,therapeutic,interventional,clinical_outcome,126,8692992,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00297102,therapeutic,interventional,clinical_outcome,134,8443512,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00296530,therapeutic,interventional,functional_or_symptom,95,1900800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00296491,therapeutic,interventional,functional_or_symptom,108,2296800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00295906,platform,interventional,functional_or_symptom,26,4804800,oncology|pathology,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00295750,therapeutic,interventional,clinical_outcome,86,3158184,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00294723,therapeutic,interventional,functional_or_symptom,143,4135824,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00294060,platform,observational,functional_or_symptom,191,3826310,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct00293176,therapeutic,interventional,functional_or_symptom,169,2600928,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00292552,platform,observational,functional_or_symptom,217,5221497,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct00292396,therapeutic,interventional,functional_or_symptom,126,712800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00291161,digital_therapeutic,interventional,functional_or_symptom,217,3148992,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00289783,therapeutic,interventional,safety,104,24620904,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00289302,medical_device,observational,functional_or_symptom,204,1140480,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct00289198,therapeutic,interventional,functional_or_symptom,21,556247,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00288990,platform,observational,functional_or_symptom,82,499569,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct00288418,medical_device,interventional,functional_or_symptom,82,4662646,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00288275,platform,observational,clinical_outcome,430,486604,oncology|pathology,reviewer|advisor|investigator,0.55,false,ctgov_ri_history_csv
ctg_nct00288145,digital_therapeutic,interventional,functional_or_symptom,321,6732000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00287573,medical_device,interventional,functional_or_symptom,343,2705472,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00287482,therapeutic,interventional,functional_or_symptom,91,61600,oncology|pathology,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00285558,digital_therapeutic,interventional,functional_or_symptom,195,373824,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00284583,therapeutic,interventional,functional_or_symptom,26,126720,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00283842,therapeutic,interventional,functional_or_symptom,117,2261952,pain medicine|neurology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00282607,therapeutic,interventional,safety,56,710769,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00282464,therapeutic,interventional,functional_or_symptom,108,2173248,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00281593,therapeutic,interventional,functional_or_symptom,26,2502191,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00281580,therapeutic,interventional,functional_or_symptom,26,2699928,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00280865,digital_therapeutic,interventional,functional_or_symptom,60,1269230,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00280488,digital_therapeutic,interventional,functional_or_symptom,308,1663199,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00280436,therapeutic,interventional,functional_or_symptom,60,309692,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00280423,therapeutic,interventional,functional_or_symptom,56,810276,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00280371,therapeutic,interventional,functional_or_symptom,69,1409988,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00279968,medical_device,observational,functional_or_symptom,100,2520460,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct00279955,medical_device,observational,safety,208,1946419,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct00278941,therapeutic,interventional,functional_or_symptom,86,15281538,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00278226,digital_therapeutic,interventional,functional_or_symptom,174,1260864,oncology|pathology,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00277810,therapeutic,interventional,functional_or_symptom,117,1386000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00275769,medical_device,interventional,functional_or_symptom,130,2724480,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00274638,therapeutic,interventional,functional_or_symptom,26,850080,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00273182,medical_device,observational,clinical_outcome,474,3799699,hospital medicine|primary care,reviewer|advisor|investigator,0.55,false,ctgov_ri_history_csv
ctg_nct00272805,therapeutic,interventional,functional_or_symptom,39,924000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00271219,therapeutic,interventional,functional_or_symptom,256,970200,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00270504,medical_device,interventional,functional_or_symptom,361,510048,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00269516,therapeutic,interventional,functional_or_symptom,78,2162160,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00269399,therapeutic,interventional,functional_or_symptom,156,1313928,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00268528,digital_therapeutic,observational,feasibility,787,1368576,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct00268216,therapeutic,interventional,clinical_outcome,269,34528032,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00267267,therapeutic,interventional,functional_or_symptom,52,5494720,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00267098,medical_device,interventional,clinical_outcome,482,2908224,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.55,false,ctgov_ri_history_csv
ctg_nct00266019,digital_therapeutic,interventional,functional_or_symptom,152,118800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00265941,therapeutic,interventional,clinical_outcome,863,5211360,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00265850,therapeutic,interventional,clinical_outcome,634,12939696,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00265304,therapeutic,interventional,safety,26,726000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00265122,therapeutic,interventional,functional_or_symptom,130,518760,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00265109,therapeutic,interventional,functional_or_symptom,160,53856,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00264797,therapeutic,interventional,functional_or_symptom,139,1679831,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00263276,therapeutic,interventional,functional_or_symptom,61,1003919,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00262847,therapeutic,interventional,clinical_outcome,499,10383912,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00262821,therapeutic,interventional,clinical_outcome,234,2228688,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00262600,therapeutic,interventional,functional_or_symptom,26,33472824,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00259922,therapeutic,interventional,functional_or_symptom,26,896280,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00259909,platform,observational,functional_or_symptom,52,273504,critical care|infectious disease|emergency medicine,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct00259324,digital_therapeutic,interventional,functional_or_symptom,178,256608,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00257894,therapeutic,interventional,functional_or_symptom,156,162360,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00256932,therapeutic,interventional,functional_or_symptom,39,1196580,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00255190,therapeutic,interventional,functional_or_symptom,126,3276504,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00255151,therapeutic,interventional,functional_or_symptom,43,1148662,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00253890,therapeutic,interventional,functional_or_symptom,239,759528,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00252278,therapeutic,interventional,functional_or_symptom,26,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00251849,therapeutic,interventional,safety,108,1519056,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00251758,therapeutic,interventional,functional_or_symptom,21,1677984,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00251719,therapeutic,interventional,functional_or_symptom,56,6812960,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00250991,therapeutic,interventional,safety,208,372240,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00250679,therapeutic,interventional,safety,104,2455992,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00249912,therapeutic,interventional,functional_or_symptom,78,1917300,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00249340,digital_therapeutic,interventional,functional_or_symptom,34,69046,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00248638,therapeutic,interventional,clinical_outcome,326,831599,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00247221,digital_therapeutic,interventional,functional_or_symptom,300,658944,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct00247182,digital_therapeutic,interventional,functional_or_symptom,243,1894464,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct00246987,therapeutic,interventional,functional_or_symptom,43,868500,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00246428,digital_therapeutic,interventional,functional_or_symptom,278,693000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00245739,therapeutic,expanded_access,functional_or_symptom,26,50000,critical care|infectious disease|emergency medicine,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct00245635,therapeutic,interventional,functional_or_symptom,386,136224,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00241722,therapeutic,interventional,safety,78,3719100,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00241449,therapeutic,interventional,functional_or_symptom,687,282744,oncology|pathology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00240448,therapeutic,interventional,functional_or_symptom,26,1171104,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00240383,therapeutic,interventional,functional_or_symptom,213,6985439,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00240370,therapeutic,interventional,functional_or_symptom,26,2141832,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00239681,diagnostic,interventional,clinical_outcome,291,98694288,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00238342,platform,interventional,functional_or_symptom,26,2112000,oncology|pathology,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct00238264,therapeutic,interventional,functional_or_symptom,634,364320,oncology|pathology,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00237536,therapeutic,interventional,functional_or_symptom,60,609230,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00237523,therapeutic,interventional,functional_or_symptom,139,970200,pain medicine|neurology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00237406,platform,observational,functional_or_symptom,39,50000,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct00235729,therapeutic,interventional,functional_or_symptom,69,1078947,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00233324,medical_device,interventional,clinical_outcome,599,7295903,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00232973,therapeutic,interventional,functional_or_symptom,26,731808,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00232947,therapeutic,interventional,functional_or_symptom,17,1663200,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00232180,therapeutic,interventional,clinical_outcome,304,15207192,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct00231946,therapeutic,interventional,functional_or_symptom,26,1025640,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00231413,therapeutic,interventional,functional_or_symptom,55,891211,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct00231400,platform,observational,functional_or_symptom,1532,3801600,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct00230724,digital_therapeutic,interventional,functional_or_symptom,104,997920,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00230711,digital_therapeutic,interventional,functional_or_symptom,269,1663199,oncology|pathology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct00230646,digital_therapeutic,interventional,functional_or_symptom,226,255024,oncology|pathology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
